call_number,latency_seconds
1,0.0591428279876709
2,0.13795995712280273
3,0.13437795639038086
4,0.05471396446228027
5,0.05661797523498535
6,0.0585782527923584
7,0.059182167053222656
8,0.05787181854248047
9,0.056610822677612305
10,0.055957794189453125
11,0.14500784873962402
12,0.055007219314575195
13,0.07181787490844727
14,0.058031320571899414
15,0.057914018630981445
16,0.12329220771789551
17,0.1359710693359375
18,0.06626510620117188
19,0.05409121513366699
20,0.056883811950683594
21,0.054205894470214844
22,0.057890892028808594
23,0.06084489822387695
24,0.056366920471191406
25,0.14102697372436523
26,0.05916595458984375
27,0.062365055084228516
28,0.05916094779968262
29,0.06804728507995605
30,0.14365577697753906
31,0.13652610778808594
32,0.0570676326751709
33,0.057633161544799805
34,0.05808591842651367
35,0.06638193130493164
36,0.05617690086364746
37,0.05765080451965332
38,0.1369631290435791
39,0.05595803260803223
40,0.057196855545043945
41,0.06638193130493164
42,0.05692625045776367
43,0.057153940200805664
44,0.12463712692260742
45,0.1369311809539795
46,0.059098005294799805
47,0.054755210876464844
48,0.0561370849609375
49,0.05655193328857422
50,0.05588507652282715
51,0.05498623847961426
52,0.05592012405395508
53,0.12923431396484375
54,0.05681324005126953
55,0.08118510246276855
56,0.05378603935241699
57,0.05667996406555176
58,0.14046096801757812
59,0.13557100296020508
60,0.05734395980834961
61,0.054882049560546875
62,0.05714297294616699
63,0.05493783950805664
64,0.05877089500427246
65,0.10411190986633301
66,0.132918119430542
67,0.05678987503051758
68,0.0671849250793457
69,0.05707883834838867
70,0.05739402770996094
71,0.12823796272277832
72,0.13466596603393555
73,0.05785703659057617
74,0.06440496444702148
75,0.05599689483642578
76,0.05631089210510254
77,0.058016061782836914
78,0.05556082725524902
79,0.05600309371948242
80,0.12119817733764648
81,0.05626392364501953
82,0.05559086799621582
83,0.055583953857421875
84,0.05601191520690918
85,0.05810999870300293
86,0.13384795188903809
87,0.14177894592285156
88,0.055541038513183594
89,0.05881619453430176
90,0.0572199821472168
91,0.054837942123413086
92,0.055542945861816406
93,0.07459211349487305
94,0.13316679000854492
95,0.06906700134277344
96,0.055261850357055664
97,0.05636310577392578
98,0.05555105209350586
99,0.05698204040527344
100,0.1226799488067627
