call_number,latency_seconds
1,0.06627774238586426
2,0.05688905715942383
3,0.13633394241333008
4,0.057288169860839844
5,0.05968308448791504
6,0.05583000183105469
7,0.05662178993225098
8,0.13335895538330078
9,0.13023114204406738
10,0.0567169189453125
11,0.0561518669128418
12,0.05598282814025879
13,0.05888795852661133
14,0.05769777297973633
15,0.058157920837402344
16,0.057108163833618164
17,0.1219491958618164
18,0.06198596954345703
19,0.05743908882141113
20,0.05785989761352539
21,0.09027791023254395
22,0.12379884719848633
23,0.13470005989074707
24,0.05611014366149902
25,0.05523109436035156
26,0.058367013931274414
27,0.057978153228759766
28,0.05684089660644531
29,0.06222081184387207
30,0.05828499794006348
31,0.15371203422546387
32,0.05791878700256348
33,0.05659317970275879
34,0.05711722373962402
35,0.05631422996520996
36,0.12963008880615234
37,0.1325390338897705
38,0.05768084526062012
39,0.05845522880554199
40,0.05719709396362305
41,0.05536389350891113
42,0.06809496879577637
43,0.05719780921936035
44,0.0651860237121582
45,0.14237499237060547
46,0.056565046310424805
47,0.058683156967163086
48,0.057169198989868164
49,0.05487990379333496
50,0.12654781341552734
51,0.1314842700958252
52,0.058135032653808594
53,0.13876914978027344
54,0.059005022048950195
55,0.06058216094970703
56,0.05657196044921875
57,0.055449724197387695
58,0.12340307235717773
59,0.05350089073181152
60,0.05511975288391113
61,0.05545306205749512
62,0.05864071846008301
63,0.05494189262390137
64,0.21903586387634277
65,0.05564308166503906
66,0.05572676658630371
67,0.05839729309082031
68,0.05640912055969238
69,0.056124210357666016
70,0.06565189361572266
71,0.05749082565307617
72,0.14542412757873535
73,0.056986093521118164
74,0.06680798530578613
75,0.05731678009033203
76,0.055516958236694336
77,0.12749385833740234
78,0.135361909866333
79,0.05536484718322754
80,0.06529688835144043
81,0.056134939193725586
82,0.05670976638793945
83,0.08772706985473633
84,0.056884050369262695
85,0.1467757225036621
86,0.05618000030517578
87,0.055780887603759766
88,0.0551302433013916
89,0.056652069091796875
90,0.058492183685302734
91,0.13283681869506836
92,0.13477492332458496
93,0.055384159088134766
94,0.05700397491455078
95,0.05606985092163086
96,0.057691097259521484
97,0.05594301223754883
98,0.0629878044128418
99,0.05638003349304199
100,0.1407489776611328
